A,B,same_cat,period_ticks,concentration,amplitude,ratio_mean,r2_full,r2_d2,r2_d3,r2_d4,r2_min_day
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_POLYESTER,False,10000.0,0.20615036464848246,0.029656856580685537,0.9436120717198565,0.18444597884776226,0.6214030062056695,0.5931096524247492,0.8360351647061304,0.5931096524247492
PANEL_1X4,SLEEP_POD_LAMB_WOOL,False,10000.0,0.5369436564661848,0.03337574345328381,0.8805101201062567,0.10314685619360375,0.8158556703743455,0.7651536939701151,0.5908273714552738,0.5908273714552738
PANEL_4X4,TRANSLATOR_ECLIPSE_CHARCOAL,False,10000.0,0.2974189292041003,0.01030300219404994,1.0080717533207884,0.01469256041514344,0.642347172365187,0.5887606614254638,0.6648643712690763,0.5887606614254638
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_YELLOW,False,10000.0,0.36187287440356186,0.029889286949360938,1.0159014918760114,0.09131985483111027,0.5865351154243792,0.6493808407922986,0.8541284987378519,0.5865351154243792
OXYGEN_SHAKE_CHOCOLATE,ROBOT_MOPPING,False,10000.0,0.40803867900611,0.020288567297659175,0.8639890011487851,0.05293699918329653,0.5799031325408841,0.6929688683053741,0.7295528312882142,0.5799031325408841
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_YELLOW,False,10000.0,0.37055251219605834,0.01211408810411497,0.8982276117678762,0.029206122563471548,0.7309241733777726,0.6065391029997053,0.5797246348433401,0.5797246348433401
MICROCHIP_RECTANGLE,ROBOT_LAUNDRY,False,10000.0,0.45182952067171744,0.03019251343201231,0.8904471505403493,0.09066451168542111,0.7352235257987514,0.7045580754523278,0.578905902734795,0.578905902734795
PANEL_2X2,TRANSLATOR_ECLIPSE_CHARCOAL,False,10000.0,0.5982798962646959,0.03744069185542771,0.9768557566094299,0.2079025960545623,0.6679425190101853,0.7507199039432493,0.5775072790607544,0.5775072790607544
PANEL_1X4,UV_VISOR_ORANGE,False,10000.0,0.42857270001586684,0.05220228651129251,0.9060468431478056,0.26943430419986425,0.5773266492725949,0.6900641860339576,0.7269691461919893,0.5773266492725949
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,True,10000.0,0.33576298227866813,0.026397642453310884,0.9234701018597513,0.15275644799574872,0.5763032375577346,0.726010626846807,0.7797507465703744,0.5763032375577346
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,True,10000.0,0.4806736789425046,0.04597669200529529,1.0668742725710185,0.40078276729581486,0.811438219378037,0.7194541178477156,0.5681239898096833,0.5681239898096833
SLEEP_POD_SUEDE,UV_VISOR_YELLOW,False,10000.0,0.32606550872472095,0.01369571773880235,1.043039850794669,0.028895797527473843,0.8933006029677828,0.5680200750996118,0.6689967446205951,0.5680200750996118
PANEL_1X2,ROBOT_MOPPING,False,10000.0,0.3261766934363524,0.012743436907638541,0.8068731201087365,0.024961965328776037,0.6715212122659734,0.8100213002733836,0.5626767566177584,0.5626767566177584
PANEL_2X4,UV_VISOR_ORANGE,False,10000.0,0.5764923929189891,0.05507173009308102,1.0819108759381046,0.4657434182427298,0.7587998468232048,0.7711261538460394,0.5612626531271501,0.5612626531271501
ROBOT_DISHES,ROBOT_IRONING,True,10000.0,0.1757007867877882,0.013131916249465359,1.1643332375966902,0.039498610049466865,0.6179676875874962,0.5604410683776653,0.714817920402512,0.5604410683776653
OXYGEN_SHAKE_CHOCOLATE,ROBOT_LAUNDRY,False,10000.0,0.14468166908005275,0.017087472408381325,0.9790823749453977,0.031364766306944736,0.7398221713759843,0.5593954710997948,0.7393046159817471,0.5593954710997948
OXYGEN_SHAKE_GARLIC,UV_VISOR_ORANGE,False,10000.0,0.42324912324692743,0.050403604885425585,1.1451098449810517,0.21637629802896186,0.681034306838421,0.842705958468993,0.5581573414323782,0.5581573414323782
ROBOT_MOPPING,UV_VISOR_ORANGE,False,10000.0,0.7442160980937161,0.053045207215528425,1.0658256200626623,0.31709467276266057,0.5550387470803271,0.8529966639860365,0.5764011845297832,0.5550387470803271
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_NYLON,False,10000.0,0.3192711945848871,0.03531977911087788,0.9638233197003437,0.3506731583362397,0.6012910063501676,0.5521425550740635,0.8433639502351629,0.5521425550740635
ROBOT_MOPPING,UV_VISOR_YELLOW,False,10000.0,0.5302527995302252,0.025045387194422158,1.016818599701463,0.05792905780335622,0.5502395038645533,0.8142130557225092,0.7512188709722195,0.5502395038645533
OXYGEN_SHAKE_GARLIC,PANEL_2X2,False,10000.0,0.46211303865136727,0.010378684350439574,1.2556701485465989,0.007500730664319333,0.5484206027402061,0.7655717722054616,0.6162470445102474,0.5484206027402061
PANEL_4X4,SLEEP_POD_COTTON,False,10000.0,0.30883215858171026,0.030030435845068787,0.8611689489734845,0.3553879604020084,0.546393199108816,0.7204237459510185,0.8496649197290072,0.546393199108816
ROBOT_IRONING,UV_VISOR_AMBER,False,10000.0,0.49940294928377543,0.03703301846752476,1.1069240689900268,0.15042825284564876,0.6836187915262795,0.6804558084814678,0.5439249609768804,0.5439249609768804
MICROCHIP_CIRCLE,ROBOT_IRONING,False,10000.0,0.29261040837227087,0.03680703397331606,1.0691481862239731,0.1143258976876469,0.5434551889823683,0.6436420927511164,0.846593074070219,0.5434551889823683
MICROCHIP_CIRCLE,PANEL_2X4,False,10000.0,0.2156148225855678,0.011017074644334842,0.8193985823493537,0.03386863930548101,0.5386341062510086,0.5864498019601749,0.6939932777831186,0.5386341062510086
SLEEP_POD_SUEDE,UV_VISOR_ORANGE,False,10000.0,0.42180082321909623,0.042252710697671524,1.092968984937922,0.3371200311834337,0.5650787765186261,0.5371046660867227,0.5976683270295857,0.5371046660867227
ROBOT_MOPPING,SLEEP_POD_NYLON,False,10000.0,0.3898550144021921,0.01810547886473329,1.1528880361722331,0.036416321847340116,0.536655419392816,0.7477615779555713,0.5637982608715422,0.536655419392816
MICROCHIP_RECTANGLE,UV_VISOR_MAGENTA,False,10000.0,0.19521892611120292,0.012019716417722426,0.7914286159171346,0.019109077201970637,0.7659990574712418,0.7669855765485228,0.5361272484486319,0.5361272484486319
TRANSLATOR_SPACE_GRAY,UV_VISOR_YELLOW,False,10000.0,0.25952302255552756,0.006412412374681263,0.8632917570923999,0.006932740947992677,0.8575466876612308,0.5788386913198151,0.5344782273949866,0.5344782273949866
ROBOT_VACUUMING,UV_VISOR_ORANGE,False,10000.0,0.4563453225995836,0.038649530796036544,0.8833645587117804,0.2894819149252339,0.6491309948831403,0.5341434270053658,0.7756293521614925,0.5341434270053658
PANEL_4X4,ROBOT_MOPPING,False,10000.0,0.6094690387474463,0.03899125315308899,0.8934692072821325,0.43604013101085715,0.5338462673413503,0.8314162485464759,0.7625619626563567,0.5338462673413503
TRANSLATOR_ASTRO_BLACK,UV_VISOR_ORANGE,False,10000.0,0.634194710218234,0.03434956760720911,0.9039387321271904,0.19030646584721478,0.530568504310965,0.7730025805968003,0.610776830255044,0.530568504310965
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_MAGENTA,False,7500.0,0.38890112726508397,0.050654741883108145,1.001622093768735,0.47268411146056033,0.7354976631022083,0.5293336509399481,0.8215584968781574,0.5293336509399481
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_ORANGE,False,10000.0,0.5357758834315061,0.02568040606736933,1.0024582096824086,0.12131917838581752,0.5285824807120059,0.7401744180136388,0.6765478196116359,0.5285824807120059
PANEL_2X4,PANEL_4X4,True,10000.0,0.4287072672812145,0.05321080323690378,1.143290752412472,0.3330109729219002,0.6799052705550118,0.5284455372315621,0.7625688296410544,0.5284455372315621
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_COTTON,False,10000.0,0.31170864374108537,0.018666572620015077,0.8754686612574555,0.052839525580477,0.5248274935527639,0.6984317039652799,0.5400428177177976,0.5248274935527639
UV_VISOR_MAGENTA,UV_VISOR_RED,True,7500.0,0.2340775564445861,0.03023632168603582,1.0063133029174147,0.1100731414638727,0.6224212354736502,0.6129542751466279,0.5241553094381678,0.5241553094381678
SLEEP_POD_COTTON,UV_VISOR_ORANGE,False,10000.0,0.5784747784865713,0.02397558083375488,1.1057052598606152,0.10197225707152846,0.7912269879949297,0.8242584040668499,0.5221516110429949,0.5221516110429949
PANEL_1X4,UV_VISOR_AMBER,False,10000.0,0.4474059707386074,0.023581497867022513,1.1967196226141497,0.0424569361860162,0.5495985475801276,0.7520893177846706,0.5194012569088289,0.5194012569088289
PANEL_1X2,ROBOT_VACUUMING,False,10000.0,0.2569955259848179,0.005540358589315002,0.9770772637528884,0.002994460522373066,0.5771605016649815,0.5706020543888342,0.5168582413420736,0.5168582413420736
PANEL_2X2,PANEL_2X4,True,10000.0,0.21925556569240065,0.002236877384324404,0.8542919248572761,0.001080033264230229,0.5153647182823147,0.5252598949529684,0.5954059514390877,0.5153647182823147
SLEEP_POD_POLYESTER,UV_VISOR_RED,False,10000.0,0.2464085904507494,0.015263196988955337,1.0707549939433796,0.028311698875352898,0.7217850058553517,0.5400124366542155,0.5149302621813867,0.5149302621813867
ROBOT_MOPPING,UV_VISOR_AMBER,False,10000.0,0.3256171370363528,0.023269582713203427,1.4328985836853574,0.036827253577277896,0.5959898144708679,0.7108665788129265,0.5143979719467204,0.5143979719467204
PANEL_2X2,TRANSLATOR_VOID_BLUE,False,10000.0,0.5125985784504113,0.018635769779078944,0.8852165409836669,0.10208378586590139,0.5142365474068811,0.6979910470787527,0.7625675558585563,0.5142365474068811
UV_VISOR_ORANGE,UV_VISOR_RED,True,10000.0,0.31883073752613256,0.019301565153971762,0.9439933584376616,0.06473458998472126,0.507996316970242,0.6050182460814513,0.7090213168026414,0.507996316970242
ROBOT_MOPPING,TRANSLATOR_GRAPHITE_MIST,False,10000.0,0.5152116401138982,0.05008059011992781,1.1009383770180146,0.49113247464109533,0.5068408673361917,0.8638418391062331,0.61991816184141,0.5068408673361917
MICROCHIP_RECTANGLE,PANEL_2X2,False,10000.0,0.5969984154376998,0.031378851424483274,0.9154625357789532,0.06288614688889316,0.50489804447103,0.8886759737314015,0.7088418297875069,0.50489804447103
TRANSLATOR_ASTRO_BLACK,UV_VISOR_YELLOW,False,10000.0,0.1677233361417818,0.00821477569883093,0.8602811691771018,0.0069171594667423175,0.707740841818475,0.5048097666032054,0.7439379478821271,0.5048097666032054
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_RECTANGLE,False,10000.0,0.4270453950592088,0.027260138029847853,1.1811211169509892,0.04049794728092604,0.7772511774479344,0.6848715951406958,0.5046928010857323,0.5046928010857323
OXYGEN_SHAKE_CHOCOLATE,ROBOT_IRONING,False,10000.0,0.4330344517893216,0.04074770879257332,1.1103932722525316,0.1378991704827871,0.5041939999572029,0.7671260590155056,0.9004091784247711,0.5041939999572029
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,True,10000.0,0.20826243208015038,0.03189118510031113,1.201070080345617,0.1757578125968915,0.49942263248625907,0.64545169637597,0.6669627144087431,0.49942263248625907
ROBOT_MOPPING,SLEEP_POD_LAMB_WOOL,False,10000.0,0.37471493500042047,0.02061437181656409,1.0380930075110548,0.06534415175555164,0.7395450489680085,0.7578490944348747,0.4991392120168985,0.4991392120168985
PANEL_2X4,UV_VISOR_YELLOW,False,10000.0,0.4198833511608925,0.028886556948504016,1.0325629123318827,0.07730727064715737,0.4980185619707794,0.6767266188804992,0.7164084624610105,0.4980185619707794
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X2,False,10000.0,0.3897374598398892,0.03013546823750953,1.1286617606818665,0.1158200948293936,0.7402065001707431,0.7020230274382164,0.4976620352921953,0.4976620352921953
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_IRONING,False,10000.0,0.3451360622519839,0.019185597053386655,1.3360337929441366,0.02957056380046108,0.5352450829744251,0.6144650975754311,0.4974801853246905,0.4974801853246905
MICROCHIP_RECTANGLE,PANEL_2X4,False,10000.0,0.49300500568233907,0.029755776340632503,0.7799614524215149,0.1918406560910133,0.7850613583065215,0.7878432022002537,0.49608542929751254,0.49608542929751254
PANEL_1X2,ROBOT_IRONING,False,10000.0,0.47634586336560986,0.02772623187154152,1.0353221823693488,0.04248678013467766,0.49521554831536174,0.6322173274358964,0.8286675688874723,0.49521554831536174
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.32074100755905316,0.015353489371731704,1.093022845516873,0.032058262122381276,0.49362719606947947,0.6062923417550643,0.5853271363419841,0.49362719606947947
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MINT,False,10000.0,0.3529112856980005,0.03338373733142068,0.8900713490058422,0.088278839305174,0.49307996881958305,0.687499205469662,0.723386061900599,0.49307996881958305
ROBOT_VACUUMING,SLEEP_POD_LAMB_WOOL,False,10000.0,0.23564527599522644,0.01517086114737865,0.8583940112129456,0.052803393114482455,0.5005809494668441,0.5667770364202265,0.49257689570859764,0.49257689570859764
ROBOT_VACUUMING,SLEEP_POD_NYLON,False,10000.0,0.20025269229059023,0.005950196731328146,0.9556019366067973,0.005637587685360157,0.534555527866373,0.5687475610074026,0.49168127714039744,0.49168127714039744
PANEL_1X4,PANEL_2X4,True,10000.0,0.4559164194593869,0.031594082950958155,0.839265560435304,0.18363520548038426,0.4903712803996445,0.8061601506336179,0.6706063651341958,0.4903712803996445
PANEL_1X2,UV_VISOR_YELLOW,False,10000.0,0.4114266285560806,0.00623102639362772,0.8201168811606729,0.001918417476367007,0.7063178008352053,0.48966908892740446,0.7133221329898378,0.48966908892740446
PANEL_1X2,PANEL_1X4,True,10000.0,0.44020958127944715,0.017470769794488337,0.9585747583404421,0.016589028422543173,0.48952642684154835,0.7568305884625258,0.5544515085752159,0.48952642684154835
PANEL_1X4,SLEEP_POD_NYLON,False,10000.0,0.5378103551466795,0.027919655749610955,0.9808618673283971,0.04866067282398523,0.5262521094378843,0.7621579160269685,0.4882757507861425,0.4882757507861425
MICROCHIP_SQUARE,OXYGEN_SHAKE_MINT,False,10000.0,0.10227499904695404,0.07685534713672745,1.3878557533567835,0.2228227868999244,0.48770922594694566,0.5576212725616098,0.7035456071385948,0.48770922594694566
SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,True,10000.0,0.4823401931868073,0.01340649270976372,0.818669507904248,0.024179261325614876,0.48702519160809965,0.6301996383514625,0.6390412693333258,0.48702519160809965
OXYGEN_SHAKE_MINT,ROBOT_IRONING,False,10000.0,0.4004202981578558,0.0477505632632205,1.137333506347309,0.27741795499548605,0.4829654164432572,0.5743005895745623,0.8686924638693467,0.4829654164432572
OXYGEN_SHAKE_MINT,ROBOT_VACUUMING,False,10000.0,0.2973201746332864,0.022248493944484967,1.0758203989018074,0.06895511107761076,0.48288020828539613,0.5936418620041917,0.7104587467898694,0.48288020828539613
PANEL_1X2,ROBOT_DISHES,False,10000.0,0.34305240615511656,0.013564811200722969,0.8932635005785409,0.022047313927480938,0.5997538263829152,0.4822236235440681,0.4832707675209901,0.4822236235440681
MICROCHIP_TRIANGLE,PANEL_1X4,False,10000.0,0.24840540953299411,0.026834675707190718,1.0336636710955696,0.0593293862663683,0.6661321910012648,0.7108697926091164,0.4780247482082226,0.4780247482082226
ROBOT_IRONING,ROBOT_MOPPING,True,10000.0,0.724823418114303,0.03215922319582792,0.791648316511712,0.1256897635860833,0.7732128048499971,0.747729461773547,0.4779639610527069,0.4779639610527069
SLEEP_POD_COTTON,UV_VISOR_YELLOW,False,10000.0,0.2279017456575225,0.0323947155306114,1.0553822307815282,0.11887625664683021,0.47568424076447136,0.6394665824751355,0.7513224114726251,0.47568424076447136
ROBOT_IRONING,SLEEP_POD_COTTON,False,10000.0,0.49100808509246824,0.01999060375840626,0.7632186170447524,0.07595720000804362,0.7214988790318027,0.7275839344276707,0.47431079134346377,0.47431079134346377
PANEL_1X2,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.3936610357691419,0.01408884976727567,0.9523255433599354,0.03204635563225311,0.5230713754765899,0.6571294214675238,0.47023214514657063,0.47023214514657063
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,False,10000.0,0.45350630871988323,0.03092282252715072,0.9273947747144196,0.14974444049290958,0.811618643491218,0.6898990637928751,0.46651110379050564,0.46651110379050564
SLEEP_POD_LAMB_WOOL,UV_VISOR_ORANGE,False,10000.0,0.4549215917514987,0.02844914099675669,1.0291746027734656,0.1081454961669035,0.46541778568052816,0.623075525716429,0.5369104920250605,0.46541778568052816
ROBOT_IRONING,UV_VISOR_ORANGE,False,10000.0,0.14376224274768334,0.02872090366737899,0.8384320413191095,0.2542891076430541,0.49519552232717523,0.4612242128886598,0.7269242590620087,0.4612242128886598
OXYGEN_SHAKE_MINT,SLEEP_POD_POLYESTER,False,10000.0,0.46260427488259753,0.02645084898477599,0.8380733932994678,0.1357786675011401,0.4809453855904412,0.4592822119937342,0.8352948374413587,0.4592822119937342
OXYGEN_SHAKE_MORNING_BREATH,PANEL_2X4,False,10000.0,0.5145023423685025,0.03157338758398828,0.8925047894719954,0.2614280244404614,0.45854727593422673,0.7430637981871611,0.5521441358677814,0.45854727593422673
GALAXY_SOUNDS_DARK_MATTER,ROBOT_LAUNDRY,False,10000.0,0.31005875322164966,0.022344518067053117,1.0451398657368682,0.11803480566577329,0.4566972905196025,0.48943899148150427,0.49822402487349604,0.4566972905196025
OXYGEN_SHAKE_CHOCOLATE,TRANSLATOR_ECLIPSE_CHARCOAL,False,10000.0,0.329636314999915,0.027738930152490765,0.9753565000295132,0.09361395879003032,0.45649100349557403,0.6744002021534361,0.8491687995489593,0.45649100349557403
GALAXY_SOUNDS_DARK_MATTER,MICROCHIP_CIRCLE,False,10000.0,0.39847357929216143,0.014936210513853984,1.1145805681914145,0.014604262294373616,0.4539002911350094,0.5039084775704712,0.6514638160702995,0.4539002911350094
SLEEP_POD_LAMB_WOOL,UV_VISOR_YELLOW,False,10000.0,0.44830519924612855,0.024423351755109624,0.9819557717453937,0.03622266402033114,0.891351012979255,0.4523499318773224,0.771842504466435,0.4523499318773224
MICROCHIP_SQUARE,PANEL_1X4,False,10000.0,0.2647379030883695,0.06672443871599866,1.469816797389412,0.09988543048365728,0.6316142470144748,0.7150326839008689,0.4493338404659676,0.4493338404659676
OXYGEN_SHAKE_EVENING_BREATH,PANEL_4X4,False,10000.0,0.5237068995448205,0.02499838846568899,0.9401161259983731,0.1214509832874393,0.5858984607663731,0.534812970658973,0.44893508198623755,0.44893508198623755
PANEL_4X4,UV_VISOR_MAGENTA,False,10000.0,0.28169827615278326,0.019078574020133954,0.8919798864064101,0.0743384060276907,0.6083287086875,0.48634639327381013,0.4471492763684407,0.4471492763684407
OXYGEN_SHAKE_MINT,SLEEP_POD_SUEDE,False,10000.0,0.24249924438208018,0.028420562024012108,0.8692139418877107,0.20728418340813826,0.4513079442182485,0.4434743519458192,0.6974228485198817,0.4434743519458192
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_MINT,False,7500.0,0.40997189170452514,0.05153516487713651,1.0961761210024628,0.2984719412102085,0.5273396714188208,0.4414428333878673,0.5639199591388392,0.4414428333878673
GALAXY_SOUNDS_DARK_MATTER,PANEL_1X4,False,10000.0,0.43915419641808007,0.011923276946707133,1.0970190994312394,0.012791563012996554,0.5895462292051792,0.7830292697796997,0.44062541914450826,0.44062541914450826
OXYGEN_SHAKE_MINT,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.47695809238568665,0.029011495786460485,1.0516948665968933,0.060105798275447486,0.44025009858633335,0.7571540427869782,0.7961966864174922,0.44025009858633335
