day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;200;HYDROGEL_PACK;10000;10;9997;20;;;10016;10;10018;20;;;10008.0;-317.65625
1;200;VEV_4500;788;6;786;14;;;805;6;807;14;;;796.5;-2.19775390625
1;200;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
1;200;VEV_5300;57;21;;;;;60;21;;;;;58.5;-68.833251953125
1;200;VEV_5400;20;21;;;;;21;21;;;;;20.5;-11.24267578125
1;200;VELVETFRUIT_EXTRACT;5294;20;5293;42;;;5299;20;5300;42;;;5296.5;-172.125
1;300;VEV_5500;6;27;;;;;8;27;;;;;7.0;-0.8682479858398438
1;300;VEV_4500;788;7;786;18;;;805;7;807;18;;;796.5;-1.472900390625
1;300;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0
1;300;VEV_5300;57;27;;;;;60;27;;;;;58.5;-98.985107421875
1;300;VEV_5400;20;27;;;;;21;27;;;;;20.5;-9.97235107421875
1;300;VELVETFRUIT_EXTRACT;5294;23;5293;42;;;5299;23;5300;42;;;5296.5;-162.5
1;300;HYDROGEL_PACK;9996;10;9994;20;;;10012;10;10015;20;;;10004.0;-200.875
1;300;VEV_4000;1285;13;1283;22;;;1307;13;1310;22;;;1296.0;-1.47265625
1;300;VEV_5100;200;7;199;18;;;205;25;;;;;202.5;-17.669189453125
1;300;VEV_5200;118;25;;;;;122;25;;;;;120.0;-143.021484375
1;300;VEV_5000;294;7;293;18;;;301;7;302;18;;;297.5;-2.3272705078125
1;300;VEV_6000;0;27;;;;;1;27;;;;;0.5;0.0
1;400;VELVETFRUIT_EXTRACT;5293;15;5292;47;;;5298;15;5299;47;;;5295.5;-112.375
1;400;VEV_4000;1285;12;1282;21;;;1306;12;1309;21;;;1295.5;2.3115234375
1;400;VEV_5200;117;24;;;;;121;24;;;;;119.0;-119.9921875
1;400;VEV_5100;199;11;198;13;;;204;24;;;;;201.5;-8.18505859375
1;400;VEV_5000;293;11;292;13;;;300;11;301;13;;;296.5;1.38037109375
1;400;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
1;400;HYDROGEL_PACK;9995;11;9993;30;;;10011;11;10014;30;;;10003.0;-167.4375
1;400;VEV_4500;787;11;785;13;;;804;11;806;13;;;795.5;2.311279296875
1;400;VEV_5500;6;28;;;;;8;28;;;;;7.0;0.1608428955078125
1;400;VEV_5400;19;28;;;;;21;28;;;;;20.0;-4.801971435546875
1;400;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;400;VEV_5300;57;28;;;;;59;9;60;19;;;58.0;-100.4365234375
1;500;VELVETFRUIT_EXTRACT;5292;52;;;;;5297;16;5298;36;;;5294.5;-81.125
1;500;HYDROGEL_PACK;9998;10;9995;22;;;10014;10;10016;22;;;10006.0;-257.65625
1;500;VEV_4000;1284;15;1281;27;;;1306;15;1308;27;;;1295.0;4.66943359375
1;500;VEV_5200;117;26;;;;;120;8;121;18;;;118.5;-120.671875
1;500;VEV_5100;198;26;;;;;203;8;204;18;;;200.5;-2.27783203125
1;500;VEV_5000;293;8;292;18;;;300;26;;;;;296.5;3.6961669921875
1;500;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
1;500;VEV_4500;786;8;784;18;;;803;8;805;18;;;794.5;4.669677734375
1;500;VEV_5500;6;26;;;;;8;26;;;;;7.0;0.7948379516601562
1;500;VEV_5400;19;26;;;;;21;26;;;;;20.0;-1.835906982421875
1;500;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;500;VEV_5300;57;26;;;;;59;26;;;;;58.0;-100.591796875
1;600;VEV_4000;1284;13;1282;21;;;1306;13;1309;21;;;1295.0;2.78515625
1;600;VEV_5200;117;20;;;;;121;20;;;;;119.0;-167.638671875
1;600;VEV_5100;199;7;198;13;;;204;20;;;;;201.5;-6.95703125
1;600;VEV_5000;293;7;292;13;;;300;7;301;13;;;296.5;1.8570556640625
1;600;VEV_6000;0;29;;;;;1;29;;;;;0.5;0.0
1;600;HYDROGEL_PACK;9999;12;9996;29;;;10015;12;10017;29;;;10007.0;-279.21875
1;600;VEV_4500;787;7;785;13;;;804;7;806;13;;;795.5;2.785400390625
1;600;VEV_5500;6;29;;;;;8;29;;;;;7.0;0.374420166015625
1;600;VEV_5400;19;29;;;;;21;29;;;;;20.0;-5.193756103515625
1;600;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
1;600;VEV_5300;57;29;;;;;59;29;;;;;58.0;-156.51953125
1;600;VELVETFRUIT_EXTRACT;5293;20;5292;34;;;5298;54;;;;;5295.5;-106.09375
1;700;VEV_4500;787;8;785;12;;;804;8;806;12;;;795.5;0.344482421875
1;700;VEV_5500;6;23;;;;;8;23;;;;;7.0;-0.28256988525390625
1;700;VEV_5400;20;23;;;;;21;23;;;;;20.5;-8.941650390625
1;700;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
1;700;VEV_5300;57;23;;;;;60;23;;;;;58.5;-242.4130859375
1;700;VELVETFRUIT_EXTRACT;5293;53;;;;;5299;53;;;;;5296.0;-196.71875
1;700;HYDROGEL_PACK;9997;13;9994;29;;;10013;13;10015;29;;;10005.0;-216.3125
1;700;VEV_4000;1285;14;1282;29;;;1307;14;1309;29;;;1296.0;0.34423828125
1;700;VEV_5200;118;20;;;;;121;8;122;12;;;119.5;-275.779296875
1;700;VEV_5100;199;20;;;;;204;8;205;12;;;201.5;-33.5234375
1;700;VEV_5000;294;8;293;12;;;301;20;;;;;297.5;-0.5208740234375
1;700;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
1;800;VELVETFRUIT_EXTRACT;5295;23;5294;37;;;5300;60;;;;;5297.5;-292.46875
1;800;VEV_4000;1286;10;1284;20;;;1308;10;1311;20;;;1297.0;-4.90185546875
1;800;VEV_5200;119;28;;;;;122;6;123;22;;;120.5;-460.857421875
1;800;VEV_5100;201;6;200;22;;;206;28;;;;;203.5;-54.80322265625
1;800;VEV_5000;295;6;294;22;;;302;6;303;22;;;298.5;-5.642578125
1;800;VEV_6000;0;15;;;;;1;15;;;;;0.5;0.0
1;800;VEV_4500;789;6;787;22;;;806;6;808;22;;;797.5;-4.90185546875
1;800;VEV_5500;7;15;;;;;8;15;;;;;7.5;-1.6865081787109375
1;800;VEV_5400;20;15;;;;;21;5;22;10;;;20.5;-33.25238037109375
1;800;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0
1;800;HYDROGEL_PACK;9994;14;9991;27;;;10010;14;10012;27;;;10002.0;-112.28125
1;800;VEV_5300;58;15;;;;;60;15;;;;;59.0;-358.6435546875
1;900;VELVETFRUIT_EXTRACT;5296;10;5294;46;;;5299;16;5300;30;;;5297.5;-292.5
1;900;HYDROGEL_PACK;9992;14;9989;24;;;10008;14;10010;24;;;10000.0;-41.46875
1;900;VEV_5200;118;22;;;;;122;22;;;;;120.0;-427.671875
1;900;VEV_4000;1286;11;1283;19;;;1308;11;1310;19;;;1297.0;-2.77197265625
1;900;VEV_5100;200;22;;;;;205;9;206;13;;;202.5;-55.64599609375
1;900;VEV_5000;294;22;;;;;301;9;302;13;;;297.5;-3.553466796875
1;900;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;900;VEV_4500;788;9;786;13;;;805;9;807;13;;;796.5;-2.771728515625
1;900;VEV_5500;7;5;6;17;;;8;22;;;;;7.5;-2.71246337890625
1;900;VEV_5400;20;22;;;;;21;22;;;;;20.5;-28.10491943359375
1;900;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;900;VEV_5300;58;5;57;17;;;60;22;;;;;59.0;-323.9501953125
1;1000;VEV_5200;119;9;118;23;;;122;32;;;;;120.5;-456.08984375
1;1000;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
1;1000;VEV_4000;1286;13;1283;22;;;1308;13;1310;22;;;1297.0;-3.6484375
1;1000;VEV_5100;200;32;;;;;205;9;206;23;;;202.5;-60.685546875
1;1000;VEV_5000;295;9;294;23;;;302;32;;;;;298.5;-4.4151611328125
1;1000;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;1000;VEV_4500;788;9;786;23;;;805;9;807;23;;;796.5;-3.648193359375
1;1000;VEV_5500;7;22;;;;;8;22;;;;;7.5;-3.4022216796875
1;1000;VEV_5400;20;22;;;;;21;22;;;;;20.5;-30.33282470703125
1;1000;HYDROGEL_PACK;9995;15;9993;22;;;10011;15;10014;22;;;10003.0;-161.9375
1;1000;VEV_5300;58;22;;;;;60;22;;;;;59.0;-354.9931640625
1;1000;VELVETFRUIT_EXTRACT;5294;58;;;;;5300;58;;;;;5297.0;-322.6875
1;1100;VEV_4500;789;10;787;15;;;806;10;808;15;;;797.5;-7.427001953125
1;1100;VEV_5500;7;24;;;;;8;24;;;;;7.5;-10.78558349609375
1;1100;VEV_5400;20;24;;;;;22;24;;;;;21.0;-41.02313232421875
1;1100;VEV_5300;58;24;;;;;61;24;;;;;59.5;-470.7626953125
1;1100;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;1100;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
1;1100;VELVETFRUIT_EXTRACT;5295;50;;;;;5300;18;5301;32;;;5297.5;-422.8125
1;1100;HYDROGEL_PACK;9997;14;9994;26;;;10013;14;10016;26;;;10005.0;-225.0
1;1100;VEV_5200;119;25;;;;;123;25;;;;;121.0;-608.00390625
1;1100;VEV_4000;1287;11;1284;18;;;1309;11;1311;18;;;1298.0;-7.4267578125
1;1100;VEV_5100;201;25;;;;;206;10;207;15;;;203.5;-81.53369140625
1;1100;VEV_5000;296;10;295;15;;;303;25;;;;;299.5;-8.10693359375
1;1200;VELVETFRUIT_EXTRACT;5296;15;5295;41;;;5301;56;;;;;5298.5;-458.0
1;1200;VEV_5200;120;10;119;23;;;123;33;;;;;121.5;-661.599609375
1;1200;VEV_6500;0;21;;;;;1;21;;;;;0.5;0.0
1;1200;VEV_4000;1287;11;1285;28;;;1309;11;1312;28;;;1298.0;-8.75341796875
1;1200;VEV_5100;201;33;;;;;207;33;;;;;204.0;-88.92138671875
1;1200;VEV_5000;296;10;295;23;;;303;10;304;23;;;299.5;-9.406982421875
1;1200;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
1;1200;VEV_4500;790;10;788;23;;;807;10;809;23;;;798.5;-8.75341796875
1;1200;VEV_5500;7;26;;;;;8;26;;;;;7.5;-12.31121826171875
1;1200;VEV_5400;20;26;;;;;22;26;;;;;21.0;-45.208984375
1;1200;HYDROGEL_PACK;9994;12;9992;22;;;10010;12;10013;22;;;10002.0;-132.375
1;1200;VEV_5300;58;26;;;;;61;26;;;;;59.5;-500.1884765625
1;1300;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
1;1300;VELVETFRUIT_EXTRACT;5296;25;5295;32;;;5301;25;5302;32;;;5298.5;-533.0625
1;1300;HYDROGEL_PACK;10004;9;9997;13;9994;30;10013;13;10015;30;;;10008.5;-212.25
1;1300;VEV_5200;120;23;;;;;123;8;124;15;;;121.5;-789.818359375
1;1300;VEV_4000;1288;9;1285;17;;;1309;9;1312;17;;;1298.5;-10.1494140625
1;1300;VEV_5100;202;8;201;15;;;207;23;;;;;204.5;-96.451171875
1;1300;VEV_5000;296;8;295;15;;;303;8;304;15;;;299.5;-10.7877197265625
1;1300;VEV_4500;790;8;788;15;;;807;8;809;15;;;798.5;-10.149658203125
1;1300;VEV_5500;7;23;;;;;8;23;;;;;7.5;-21.147216796875
1;1300;VEV_5400;20;23;;;;;22;23;;;;;21.0;-48.54864501953125
1;1300;VEV_5300;58;23;;;;;61;23;;;;;59.5;-532.9208984375
1;1300;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
1;1400;VEV_5200;119;31;;;;;123;31;;;;;121.0;-715.91796875
1;1400;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0
1;1400;VEV_4000;1287;12;1284;29;;;1309;12;1311;29;;;1298.0;-7.86474609375
1;1400;VEV_5100;201;31;;;;;206;10;207;21;;;203.5;-83.8544921875
1;1400;VEV_5000;296;10;295;21;;;303;31;;;;;299.5;-8.5577392578125
1;1400;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;1400;VEV_4500;789;10;787;21;;;806;10;808;21;;;797.5;-7.86474609375
1;1400;VEV_5500;7;22;;;;;8;22;;;;;7.5;-16.7669677734375
1;1400;VEV_5400;20;22;;;;;22;22;;;;;21.0;-41.510009765625
1;1400;HYDROGEL_PACK;9999;10;9997;24;;;10015;10;10018;24;;;10007.0;-297.3125
1;1400;VEV_5300;58;22;;;;;61;22;;;;;59.5;-469.40625
1;1400;VELVETFRUIT_EXTRACT;5295;49;;;;;5301;49;;;;;5298.0;-463.9375
1;1500;VEV_4500;789;12;787;13;;;806;12;808;13;;;797.5;-7.154541015625
1;1500;VEV_5300;58;23;;;;;61;23;;;;;59.5;-451.2021484375
1;1500;VEV_5400;20;23;;;;;22;23;;;;;21.0;-40.3487548828125
1;1500;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;1500;VEV_5500;7;23;;;;;8;23;;;;;7.5;-15.544189453125
1;1500;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
1;1500;VEV_5000;295;25;;;;;302;12;303;13;;;298.5;-7.8609619140625
1;1500;VELVETFRUIT_EXTRACT;5295;67;;;;;5300;25;5301;42;;;5297.5;-442.4375
1;1500;VEV_5100;201;25;;;;;206;12;207;13;;;203.5;-79.98486328125
1;1500;HYDROGEL_PACK;10002;10;9999;20;;;10018;10;10020;20;;;10010.0;-392.375
1;1500;VEV_5200;119;25;;;;;123;25;;;;;121.0;-677.79296875
1;1500;VEV_4000;1287;13;1284;22;;;1309;13;1311;22;;;1298.0;-7.15478515625
1;1600;VELVETFRUIT_EXTRACT;5295;18;5294;45;;;5300;18;5301;45;;;5297.5;-406.0625
1;1600;VEV_5300;58;22;;;;;60;6;61;16;;;59.0;-417.1328125
1;1600;VEV_5400;20;22;;;;;22;22;;;;;21.0;-37.977783203125
1;1600;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
1;1600;VEV_4000;1287;12;1284;21;;;1308;12;1311;21;;;1297.5;-5.95263671875
1;1600;VEV_5500;7;22;;;;;8;22;;;;;7.5;-12.95294189453125
1;1600;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;1600;VEV_4500;789;12;787;15;;;806;12;808;15;;;797.5;-5.952880859375
1;1600;VEV_5000;295;12;294;15;;;302;12;303;15;;;298.5;-6.68310546875
1;1600;VEV_5100;201;12;200;15;;;206;27;;;;;203.5;-73.5048828125
1;1600;HYDROGEL_PACK;10001;13;9999;28;;;10017;13;10020;28;;;10009.0;-375.15625
1;1600;VEV_5200;119;27;;;;;122;12;123;15;;;120.5;-613.279296875
1;1700;VEV_6000;0;27;;;;;1;27;;;;;0.5;0.0
1;1700;VEV_5000;296;10;295;12;;;303;10;304;12;;;299.5;-9.9482421875
1;1700;VELVETFRUIT_EXTRACT;5296;20;5295;43;;;5301;63;;;;;5298.5;-506.8125
1;1700;VEV_5100;202;10;201;12;;;207;22;;;;;204.5;-91.66552734375
1;1700;HYDROGEL_PACK;10000;13;9998;25;;;10008;8;10016;13;10019;25;10004.0;-341.21875
1;1700;VEV_5200;120;10;119;12;;;123;22;;;;;121.5;-828.35546875
1;1700;VEV_4000;1287;14;1285;17;;;1309;14;1312;17;;;1298.0;-9.28369140625
1;1700;VEV_4500;790;10;788;12;;;807;10;809;12;;;798.5;-9.283447265625
1;1700;VEV_5300;58;27;;;;;61;27;;;;;59.5;-509.1357421875
1;1700;VEV_5400;20;27;;;;;22;27;;;;;21.0;-47.62872314453125
1;1700;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;1700;VEV_5500;7;27;;;;;8;27;;;;;7.5;-18.33905029296875
1;1800;VEV_5300;59;22;;;;;61;22;;;;;60.0;-596.958984375
1;1800;VEV_5400;21;8;20;14;;;22;22;;;;;21.5;-56.6875
1;1800;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
1;1800;VEV_4000;1288;10;1286;21;;;1310;10;1313;21;;;1299.0;-12.1611328125
1;1800;VEV_5500;7;22;;;;;8;22;;;;;7.5;-23.3560791015625
1;1800;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;1800;VEV_4500;791;8;789;18;;;808;8;810;18;;;799.5;-12.160888671875
1;1800;VEV_5000;297;8;296;18;;;304;26;;;;;300.5;-12.75341796875
1;1800;VEV_5100;202;26;;;;;207;8;208;18;;;204.5;-135.53173828125
1;1800;VEV_5200;120;26;;;;;124;26;;;;;122.0;-1024.5703125
1;1800;HYDROGEL_PACK;9998;15;9995;27;;;10014;15;10016;27;;;10006.0;-251.90625
1;1800;VELVETFRUIT_EXTRACT;5296;53;;;;;5302;53;;;;;5299.0;-593.875
1;1900;VEV_4500;790;7;788;19;;;807;7;809;19;;;798.5;-11.618896484375
1;1900;VEV_5300;59;21;;;;;61;21;;;;;60.0;-601.650390625
1;1900;VEV_5400;20;21;;;;;22;21;;;;;21.0;-57.444580078125
1;1900;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
1;1900;VEV_5500;7;21;;;;;8;21;;;;;7.5;-22.62890625
1;1900;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
1;1900;VEV_5000;297;7;296;19;;;304;26;;;;;300.5;-12.1988525390625
1;1900;VELVETFRUIT_EXTRACT;5296;68;;;;;5298;9;5302;68;;;5297.0;-577.5
1;1900;VEV_5100;202;26;;;;;207;7;208;19;;;204.5;-131.33447265625
1;1900;VEV_5200;120;26;;;;;123;7;124;19;;;121.5;-996.9140625
1;1900;HYDROGEL_PACK;10001;10;9999;27;;;10017;10;10020;27;;;10009.0;-371.59375
1;1900;VEV_4000;1288;10;1285;23;;;1310;10;1312;23;;;1299.0;-11.61865234375
1;2000;VELVETFRUIT_EXTRACT;5294;64;;;;;5299;24;5300;40;;;5296.5;-328.8125
1;2000;VEV_5300;58;8;57;18;;;60;26;;;;;59.0;-350.87890625
1;2000;VEV_5400;20;26;;;;;21;8;22;18;;;20.5;-30.6253662109375
1;2000;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
1;2000;VEV_4000;1286;15;1283;19;;;1308;15;1310;19;;;1297.0;-3.3984375
1;2000;VEV_5500;6;26;;;;;8;26;;;;;7.0;-5.298828125
1;2000;VEV_4500;788;10;786;17;;;805;10;807;17;;;796.5;-3.3984375
1;2000;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
1;2000;VEV_5000;295;10;294;17;;;302;27;;;;;298.5;-4.13232421875
1;2000;VEV_5100;200;27;;;;;205;10;206;17;;;202.5;-87.2333984375
1;2000;VEV_5200;119;10;118;17;;;122;27;;;;;120.5;-538.59375
1;2000;HYDROGEL_PACK;10002;14;10000;29;;;10018;14;10021;29;;;10010.0;-401.84375
1;2100;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
1;2100;VEV_5000;295;12;294;14;;;302;26;;;;;298.5;-4.89306640625
1;2100;VEV_4000;1286;7;1284;23;;;1308;7;1311;23;;;1297.0;-4.16943359375
1;2100;VEV_5100;200;26;;;;;205;12;206;14;;;202.5;-98.138671875
1;2100;VELVETFRUIT_EXTRACT;5294;68;;;;;5300;68;;;;;5297.0;-352.125
1;2100;VEV_5200;119;12;118;14;;;122;26;;;;;120.5;-576.34375
1;2100;HYDROGEL_PACK;10006;12;10004;29;;;10022;12;10025;29;;;10014.0;-543.75
1;2100;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;2100;VEV_5300;58;28;;;;;60;28;;;;;59.0;-370.96875
1;2100;VEV_5400;20;28;;;;;22;28;;;;;21.0;-32.3399658203125
1;2100;VEV_5500;7;9;6;19;;;8;28;;;;;7.5;-7.40191650390625
1;2100;VEV_4500;789;12;787;14;;;806;12;808;14;;;797.5;-4.169677734375
1;2200;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0
1;2200;VEV_5300;58;22;;;;;61;22;;;;;59.5;-558.0029296875
1;2200;VEV_5400;20;22;;;;;22;22;;;;;21.0;-51.095947265625
1;2200;VEV_5500;7;22;;;;;8;22;;;;;7.5;-18.97369384765625
1;2200;VEV_4500;790;7;788;16;;;807;7;809;16;;;798.5;-10.048828125
1;2200;VEV_5000;296;7;295;16;;;303;7;304;16;;;299.5;-10.6651611328125
1;2200;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;2200;VEV_4000;1288;7;1285;24;;;1309;7;1312;24;;;1298.5;-10.048828125
1;2200;VEV_5100;202;7;201;16;;;207;23;;;;;204.5;-178.66796875
1;2200;VEV_5200;120;7;119;16;;;123;23;;;;;121.5;-910.515625
1;2200;HYDROGEL_PACK;10006;12;10004;28;;;10022;12;10025;28;;;10014.0;-554.4375
1;2200;VELVETFRUIT_EXTRACT;5296;21;5295;48;;;5301;21;5302;48;;;5298.5;-530.0
1;2300;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
1;2300;VEV_5300;57;23;;;;;60;23;;;;;58.5;-284.3701171875
1;2300;VEV_5400;20;23;;;;;21;23;;;;;20.5;-22.8968505859375
1;2300;VEV_5500;6;23;;;;;8;23;;;;;7.0;-2.74481201171875
1;2300;VEV_4500;788;9;786;22;;;805;9;807;22;;;796.5;-1.662109375
1;2300;VEV_5000;294;9;293;22;;;301;9;302;22;;;297.5;-2.4598388671875
1;2300;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
1;2300;VEV_4000;1286;13;1283;27;;;1307;13;1310;27;;;1296.5;-1.662109375
1;2300;VEV_5100;200;9;199;22;;;205;31;;;;;202.5;-63.8955078125
1;2300;VELVETFRUIT_EXTRACT;5294;24;5293;46;;;5299;24;5300;46;;;5296.5;-276.25
1;2300;VEV_5200;118;31;;;;;122;31;;;;;120.0;-444.6640625
1;2300;HYDROGEL_PACK;10005;14;10003;20;;;10021;14;10024;20;;;10013.0;-507.9375
1;2400;VELVETFRUIT_EXTRACT;5294;54;;;;;5300;54;;;;;5297.0;-357.1875
1;2400;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
1;2400;VEV_5300;58;25;;;;;60;25;;;;;59.0;-368.580078125
1;2400;VEV_5400;20;25;;;;;22;25;;;;;21.0;-31.9490966796875
1;2400;VEV_5500;6;25;;;;;8;25;;;;;7.0;-6.57086181640625
1;2400;VEV_4500;789;8;787;18;;;806;8;808;18;;;797.5;-4.336669921875
1;2400;VEV_5000;295;8;294;18;;;302;26;;;;;298.5;-5.071044921875
1;2400;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
1;2400;VEV_4000;1286;14;1284;23;;;1308;14;1311;23;;;1297.0;-4.3369140625
1;2400;VEV_5100;200;26;;;;;206;26;;;;;203.0;-100.9423828125
1;2400;VEV_5200;119;8;118;18;;;122;26;;;;;120.5;-587.078125
1;2400;HYDROGEL_PACK;10014;4;10007;10;10004;24;10023;10;10025;24;;;10018.5;-573.78125
1;2500;VEV_5000;293;12;292;19;;;300;12;301;19;;;296.5;2.711181640625
1;2500;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
1;2500;VEV_4000;1284;12;1282;23;;;1306;12;1309;23;;;1295.0;3.62548828125
1;2500;VEV_5100;199;12;198;19;;;204;31;;;;;201.5;7.8544921875
1;2500;VELVETFRUIT_EXTRACT;5292;68;;;;;5298;68;;;;;5295.0;-116.375
1;2500;VEV_5200;117;31;;;;;121;31;;;;;119.0;-148.8671875
1;2500;HYDROGEL_PACK;10006;14;10004;28;;;10022;14;10025;28;;;10014.0;-553.53125
1;2500;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
1;2500;VEV_5300;57;19;;;;;59;19;;;;;58.0;-111.994140625
1;2500;VEV_5400;19;19;;;;;21;19;;;;;20.0;-4.604248046875
1;2500;VEV_5500;6;19;;;;;7;19;;;;;6.5;9.28472900390625
1;2500;VEV_4500;787;12;785;19;;;804;12;806;19;;;795.5;3.62548828125
1;2600;VEV_5400;19;16;;;;;21;16;;;;;20.0;-3.30859375
1;2600;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0
1;2600;VEV_5300;57;16;;;;;59;16;;;;;58.0;-103.021484375
1;2600;VEV_4500;787;6;785;19;;;804;6;805;19;;;795.5;3.767578125
1;2600;VEV_5500;6;16;;;;;7;16;;;;;6.5;9.77197265625
1;2600;VEV_5000;293;6;292;19;;;300;25;;;;;296.5;2.855712890625
1;2600;VEV_6000;0;16;;;;;1;16;;;;;0.5;0.0
1;2600;VEV_4000;1284;7;1282;30;;;1306;7;1309;30;;;1295.0;3.767578125
1;2600;VEV_5200;117;25;;;;;121;25;;;;;119.0;-145.20703125
1;2600;VEV_5100;199;6;198;19;;;204;25;;;;;201.5;9.115234375
1;2600;HYDROGEL_PACK;10007;13;10004;22;;;10023;13;10025;22;;;10015.0;-568.03125
1;2600;VELVETFRUIT_EXTRACT;5292;52;;;;;5295;5;5298;52;;;5293.5;-112.0
