day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
99;3400;INTARIAN_PEPPER_ROOT;12001;19;12000;22;;;12017;6;12018;25;;;12009.0;0.0
99;3500;ASH_COATED_OSMIUM;9996;4;9994;20;;;10012;6;10015;23;;;10004.0;0.0
99;3500;INTARIAN_PEPPER_ROOT;11998;10;;;;;;;;;;;11998;0.0
99;3600;ASH_COATED_OSMIUM;9996;4;9993;16;;;10012;16;10015;21;;;10004.0;0.0
99;3600;INTARIAN_PEPPER_ROOT;11997;19;;;;;12010;13;;;;;12003.5;0.0
99;3700;ASH_COATED_OSMIUM;10003;19;;;;;10019;12;;;;;10011.0;0.0
99;3700;INTARIAN_PEPPER_ROOT;11997;8;11996;14;;;12010;8;12011;11;;;12003.5;0.0
99;3800;ASH_COATED_OSMIUM;9998;15;9996;27;;;10019;8;10021;10;;;10008.5;0.0
99;3800;INTARIAN_PEPPER_ROOT;11996;8;;;;;12012;5;;;;;12004.0;0.0
99;3900;ASH_COATED_OSMIUM;9999;9;9996;12;;;10020;19;10021;19;;;10009.5;0.0
99;3900;INTARIAN_PEPPER_ROOT;11996;8;11995;20;;;12009;18;12012;24;;;12002.5;0.0
99;4000;ASH_COATED_OSMIUM;10006;12;;;;;10022;10;;;;;10014.0;0.0
99;4000;INTARIAN_PEPPER_ROOT;11997;15;;;;;12011;7;;;;;12004.0;0.0
99;4100;ASH_COATED_OSMIUM;10012;9;10011;30;;;10033;15;10034;10;;;10022.5;0.0
99;4100;INTARIAN_PEPPER_ROOT;12001;6;;;;;12015;5;;;;;12008.0;0.0
99;4200;ASH_COATED_OSMIUM;10016;8;10013;13;;;10032;19;10033;24;;;10024.0;0.0
99;4200;INTARIAN_PEPPER_ROOT;12002;17;;;;;12015;14;;;;;12008.5;0.0
99;4300;ASH_COATED_OSMIUM;10011;19;;;;;10029;16;;;;;10020.0;0.0
99;4300;INTARIAN_PEPPER_ROOT;12001;5;11998;19;;;12014;11;12016;19;;;12007.5;0.0
99;4400;ASH_COATED_OSMIUM;10013;10;;;;;10029;11;;;;;10021.0;0.0
99;4400;INTARIAN_PEPPER_ROOT;12001;7;;;;;12014;20;;;;;12007.5;0.0
99;4500;ASH_COATED_OSMIUM;10015;20;10014;14;;;10022;5;10024;16;;;10018.5;0.0
99;4500;INTARIAN_PEPPER_ROOT;12000;12;11997;25;;;12013;19;12016;21;;;12006.5;0.0
99;4600;ASH_COATED_OSMIUM;10008;16;;;;;10024;15;;;;;10016.0;0.0
99;4600;INTARIAN_PEPPER_ROOT;11999;11;;;;;12013;9;;;;;12006.0;0.0
99;4700;ASH_COATED_OSMIUM;10006;12;;;;;;;;;;;10006;0.0
99;4700;INTARIAN_PEPPER_ROOT;11999;18;11996;20;;;12013;17;12016;20;;;12006.0;0.0
99;4800;ASH_COATED_OSMIUM;9999;10;9997;10;;;10018;18;10020;22;;;10008.5;0.0
99;4800;INTARIAN_PEPPER_ROOT;11996;9;;;;;12010;18;;;;;12003.0;0.0
99;4900;ASH_COATED_OSMIUM;9997;20;;;;;10016;3;;;;;10006.5;0.0
99;4900;INTARIAN_PEPPER_ROOT;11995;15;11992;20;;;;;;;;;11995;0.0
99;5000;ASH_COATED_OSMIUM;9995;8;9993;24;;;10013;4;10014;20;;;10004.0;0.0
99;5000;INTARIAN_PEPPER_ROOT;11991;15;11988;21;;;;;;;;;11991;0.0
99;5100;ASH_COATED_OSMIUM;9997;3;9995;30;;;10015;20;10016;12;;;10006.0;0.0
99;5100;INTARIAN_PEPPER_ROOT;11996;16;11994;12;;;12009;14;12012;13;;;12002.5;0.0
99;5200;ASH_COATED_OSMIUM;9996;3;9994;13;;;10012;7;10015;28;;;10004.0;0.0
99;5200;INTARIAN_PEPPER_ROOT;11996;8;;;;;12009;18;;;;;12002.5;0.0
99;5300;ASH_COATED_OSMIUM;9991;6;;;;;10012;8;;;;;10001.5;0.0
99;5300;INTARIAN_PEPPER_ROOT;11993;12;;;;;12007;5;;;;;12000.0;0.0
99;5400;ASH_COATED_OSMIUM;9998;15;9995;17;;;10006;9;10009;13;;;10002.0;0.0
99;5400;INTARIAN_PEPPER_ROOT;11991;12;;;;;12008;11;;;;;11999.5;0.0
99;5500;ASH_COATED_OSMIUM;9992;14;9990;26;;;10008;20;10009;30;;;10000.0;0.0
99;5500;INTARIAN_PEPPER_ROOT;11991;16;11989;19;;;12005;9;12006;17;;;11998.0;0.0
99;5600;ASH_COATED_OSMIUM;9997;17;9994;30;;;10013;7;10016;18;;;10005.0;0.0
99;5600;INTARIAN_PEPPER_ROOT;;;;;;;12005;11;12006;17;;;12005;0.0
99;5700;ASH_COATED_OSMIUM;10001;10;9999;24;;;10017;5;10018;28;;;10009.0;0.0
99;5700;INTARIAN_PEPPER_ROOT;11990;14;11989;25;;;12007;12;12009;18;;;11998.5;0.0
99;5800;ASH_COATED_OSMIUM;;;;;;;10014;9;10016;29;;;10014;0.0
99;5800;INTARIAN_PEPPER_ROOT;11991;13;11988;24;;;;;;;;;11991;0.0
99;5900;ASH_COATED_OSMIUM;9997;20;;;;;10015;10;;;;;10006.0;0.0
99;5900;INTARIAN_PEPPER_ROOT;11991;19;;;;;12008;7;;;;;11999.5;0.0
99;6000;ASH_COATED_OSMIUM;9999;15;9996;25;;;10015;10;10017;27;;;10007.0;0.0
99;6000;INTARIAN_PEPPER_ROOT;11992;11;;;;;12006;13;;;;;11999.0;0.0
99;6100;ASH_COATED_OSMIUM;9994;10;;;;;10010;6;;;;;10002.0;0.0
99;6100;INTARIAN_PEPPER_ROOT;11993;19;11990;10;;;12007;10;12008;22;;;12000.0;0.0
99;6200;ASH_COATED_OSMIUM;9996;9;9993;29;;;10012;18;10015;19;;;10004.0;0.0
99;6200;INTARIAN_PEPPER_ROOT;11991;9;11988;17;;;12004;12;12005;25;;;11997.5;0.0
99;6300;ASH_COATED_OSMIUM;9997;11;;;;;10013;4;;;;;10005.0;0.0
99;6300;INTARIAN_PEPPER_ROOT;11989;19;;;;;12006;7;;;;;11997.5;0.0
99;6400;ASH_COATED_OSMIUM;9994;6;9992;24;;;10012;3;10014;20;;;10003.0;0.0
99;6400;INTARIAN_PEPPER_ROOT;11994;6;;;;;12007;17;;;;;12000.5;0.0
99;6500;ASH_COATED_OSMIUM;10002;4;9999;12;;;10018;7;10020;17;;;10010.0;0.0
99;6500;INTARIAN_PEPPER_ROOT;11995;10;11992;20;;;12008;9;12011;13;;;12001.5;0.0
99;6600;ASH_COATED_OSMIUM;10004;19;10002;28;;;10020;15;10022;23;;;10012.0;0.0
99;6600;INTARIAN_PEPPER_ROOT;11996;7;11994;12;;;12009;15;12011;20;;;12002.5;0.0
99;6700;ASH_COATED_OSMIUM;10001;11;10000;12;;;10017;5;10020;15;;;10009.0;0.0
99;6700;INTARIAN_PEPPER_ROOT;11996;11;;;;;12010;16;;;;;12003.0;0.0
99;6800;ASH_COATED_OSMIUM;9995;17;;;;;10016;5;;;;;10005.5;0.0
99;6800;INTARIAN_PEPPER_ROOT;11998;16;11997;13;;;12012;5;12015;14;;;12005.0;0.0
99;6900;ASH_COATED_OSMIUM;9997;10;;;;;10016;7;;;;;10006.5;0.0
99;6900;INTARIAN_PEPPER_ROOT;11996;13;;;;;12013;9;;;;;12004.5;0.0
99;7000;ASH_COATED_OSMIUM;9997;12;9994;22;;;10007;17;10009;18;;;10002.0;0.0
99;7000;INTARIAN_PEPPER_ROOT;11997;17;11996;17;;;12010;11;12011;20;;;12003.5;0.0
99;7100;ASH_COATED_OSMIUM;9998;3;9995;28;;;10005;5;10008;10;;;10001.5;0.0
99;7100;INTARIAN_PEPPER_ROOT;11997;10;11996;13;;;12010;13;12013;14;;;12003.5;0.0
99;7200;ASH_COATED_OSMIUM;9993;18;;;;;10009;19;;;;;10001.0;0.0
99;7200;INTARIAN_PEPPER_ROOT;11995;9;11994;18;;;12011;5;12012;10;;;12003.0;0.0
99;7300;ASH_COATED_OSMIUM;9995;16;9994;20;;;10011;13;10012;23;;;10003.0;0.0
99;7300;INTARIAN_PEPPER_ROOT;11995;9;;;;;12012;11;;;;;12003.5;0.0
99;7400;ASH_COATED_OSMIUM;9997;4;9995;13;;;10016;17;10018;22;;;10006.5;0.0
99;7400;INTARIAN_PEPPER_ROOT;11998;7;11997;11;;;12011;19;12012;19;;;12004.5;0.0
99;7500;ASH_COATED_OSMIUM;9997;14;9996;18;;;10016;18;10017;27;;;10006.5;0.0
99;7500;INTARIAN_PEPPER_ROOT;11998;20;11997;20;;;12014;14;12016;17;;;12006.0;0.0
99;7600;ASH_COATED_OSMIUM;9998;10;9997;23;;;10014;8;10017;12;;;10006.0;0.0
99;7600;INTARIAN_PEPPER_ROOT;11998;8;11995;14;;;;;;;;;11998;0.0
99;7700;ASH_COATED_OSMIUM;9996;12;;;;;10017;19;;;;;10006.5;0.0
99;7700;INTARIAN_PEPPER_ROOT;12002;15;;;;;12015;14;;;;;12008.5;0.0
99;7800;ASH_COATED_OSMIUM;9997;15;;;;;10013;9;;;;;10005.0;0.0
99;7800;INTARIAN_PEPPER_ROOT;12001;18;12000;12;;;;;;;;;12001;0.0
99;7900;ASH_COATED_OSMIUM;10000;11;9998;28;;;10019;3;10022;25;;;10009.5;0.0
99;7900;INTARIAN_PEPPER_ROOT;12003;10;;;;;12016;15;;;;;12009.5;0.0
99;8000;ASH_COATED_OSMIUM;9996;15;;;;;10015;17;;;;;10005.5;0.0
99;8000;INTARIAN_PEPPER_ROOT;12003;13;12001;17;;;12016;14;12019;13;;;12009.5;0.0
99;8100;ASH_COATED_OSMIUM;9999;18;9996;14;;;10015;15;10018;25;;;10007.0;0.0
99;8100;INTARIAN_PEPPER_ROOT;12006;20;;;;;12022;8;;;;;12014.0;0.0
99;8200;ASH_COATED_OSMIUM;9999;17;9997;14;;;10015;6;10016;23;;;10007.0;0.0
99;8200;INTARIAN_PEPPER_ROOT;12006;15;12005;22;;;12019;14;12022;15;;;12012.5;0.0
99;8300;ASH_COATED_OSMIUM;9999;5;;;;;10017;13;;;;;10008.0;0.0
99;8300;INTARIAN_PEPPER_ROOT;12005;16;12003;11;;;12018;5;12020;17;;;12011.5;0.0
99;8400;ASH_COATED_OSMIUM;9999;20;9998;19;;;10017;4;10020;17;;;10008.0;0.0
99;8400;INTARIAN_PEPPER_ROOT;12005;14;12003;14;;;12021;5;12022;20;;;12013.0;0.0
99;8500;ASH_COATED_OSMIUM;9996;12;9995;21;;;10017;3;10019;21;;;10006.5;0.0
99;8500;INTARIAN_PEPPER_ROOT;12005;5;12004;16;;;12019;14;12022;19;;;12012.0;0.0
99;8600;ASH_COATED_OSMIUM;9999;8;9997;17;;;10015;8;10018;25;;;10007.0;0.0
99;8600;INTARIAN_PEPPER_ROOT;12005;17;;;;;12019;20;;;;;12012.0;0.0
99;8700;ASH_COATED_OSMIUM;9999;12;9997;28;;;;;;;;;9999;0.0
99;8700;INTARIAN_PEPPER_ROOT;;;;;;;12018;19;;;;;12018;0.0
99;8800;ASH_COATED_OSMIUM;10003;15;10001;21;;;10019;18;10022;28;;;10011.0;0.0
99;8800;INTARIAN_PEPPER_ROOT;12003;9;;;;;12019;15;;;;;12011.0;0.0
99;8900;ASH_COATED_OSMIUM;10000;4;;;;;;;;;;;10000;0.0
99;8900;INTARIAN_PEPPER_ROOT;12004;15;;;;;;;;;;;12004;0.0
99;9000;ASH_COATED_OSMIUM;10002;9;;;;;10018;11;;;;;10010.0;0.0
99;9000;INTARIAN_PEPPER_ROOT;12005;5;12004;24;;;12021;8;12022;22;;;12013.0;0.0
99;9100;ASH_COATED_OSMIUM;9998;17;9995;12;;;10014;4;10015;19;;;10006.0;0.0
99;9100;INTARIAN_PEPPER_ROOT;12005;6;;;;;12018;8;;;;;12011.5;0.0
99;9200;ASH_COATED_OSMIUM;9993;19;;;;;10009;19;;;;;10001.0;0.0
99;9200;INTARIAN_PEPPER_ROOT;12006;18;12004;15;;;;;;;;;12006;0.0
99;9300;ASH_COATED_OSMIUM;9993;6;;;;;10009;17;;;;;10001.0;0.0
99;9300;INTARIAN_PEPPER_ROOT;12002;13;;;;;12019;11;;;;;12010.5;0.0
99;9400;ASH_COATED_OSMIUM;9998;20;9996;18;;;10016;14;10017;27;;;10007.0;0.0
99;9400;INTARIAN_PEPPER_ROOT;12001;20;;;;;12018;6;;;;;12009.5;0.0
99;9500;ASH_COATED_OSMIUM;9995;6;9992;20;;;10011;10;10014;29;;;10003.0;0.0
99;9500;INTARIAN_PEPPER_ROOT;12003;14;12001;23;;;12017;17;12018;23;;;12010.0;0.0
99;9600;ASH_COATED_OSMIUM;10003;16;10002;25;;;10010;6;10012;13;;;10006.5;0.0
99;9600;INTARIAN_PEPPER_ROOT;12002;12;;;;;12019;18;;;;;12010.5;0.0
99;9700;ASH_COATED_OSMIUM;9998;16;;;;;10017;7;;;;;10007.5;0.0
99;9700;INTARIAN_PEPPER_ROOT;;;;;;;12016;8;;;;;12016;0.0
99;9800;ASH_COATED_OSMIUM;9999;4;9997;21;;;10015;14;10016;13;;;10007.0;0.0
99;9800;INTARIAN_PEPPER_ROOT;12002;7;11999;12;;;12018;10;12020;24;;;12010.0;0.0
99;9900;ASH_COATED_OSMIUM;9994;17;;;;;10010;5;;;;;10002.0;0.0
99;9900;INTARIAN_PEPPER_ROOT;12002;9;12000;13;;;12015;12;12017;12;;;12008.5;0.0
99;10000;ASH_COATED_OSMIUM;;;;;;;10015;9;10016;16;;;10015;0.0
99;10000;INTARIAN_PEPPER_ROOT;12001;14;11999;11;;;12017;17;12018;18;;;12009.0;0.0
99;10100;ASH_COATED_OSMIUM;9999;7;9998;10;;;10015;20;10016;14;;;10007.0;0.0
99;10100;INTARIAN_PEPPER_ROOT;12001;5;;;;;12017;7;;;;;12009.0;0.0
99;10200;ASH_COATED_OSMIUM;;;;;;;10020;19;10022;21;;;10020;0.0
99;10200;INTARIAN_PEPPER_ROOT;11999;10;11998;16;;;12016;8;12017;17;;;12007.5;0.0
99;10300;ASH_COATED_OSMIUM;10004;19;10003;25;;;10025;12;10026;22;;;10014.5;0.0
99;10300;INTARIAN_PEPPER_ROOT;12003;17;12000;25;;;12017;6;12018;21;;;12010.0;0.0
99;10400;ASH_COATED_OSMIUM;10009;13;10007;30;;;10025;7;10028;28;;;10017.0;0.0
99;10400;INTARIAN_PEPPER_ROOT;12003;6;;;;;12020;14;;;;;12011.5;0.0
99;10500;ASH_COATED_OSMIUM;10004;6;;;;;10020;20;;;;;10012.0;0.0
99;10500;INTARIAN_PEPPER_ROOT;12007;16;12004;20;;;12021;15;12022;20;;;12014.0;0.0
99;10600;ASH_COATED_OSMIUM;10011;15;;;;;10029;16;;;;;10020.0;0.0
99;10600;INTARIAN_PEPPER_ROOT;12010;16;12008;11;;;12023;17;12024;18;;;12016.5;0.0
99;10700;ASH_COATED_OSMIUM;10011;5;10008;21;;;10027;5;10030;14;;;10019.0;0.0
99;10700;INTARIAN_PEPPER_ROOT;12008;12;;;;;12021;9;;;;;12014.5;0.0
99;10800;ASH_COATED_OSMIUM;10013;16;;;;;10029;14;;;;;10021.0;0.0
99;10800;INTARIAN_PEPPER_ROOT;12008;6;;;;;12024;15;;;;;12016.0;0.0
99;10900;ASH_COATED_OSMIUM;10012;19;10010;13;;;10017;9;10018;21;;;10014.5;0.0
99;10900;INTARIAN_PEPPER_ROOT;12006;5;;;;;;;;;;;12006;0.0
99;11000;ASH_COATED_OSMIUM;10008;20;10005;18;;;10026;20;10029;10;;;10017.0;0.0
99;11000;INTARIAN_PEPPER_ROOT;12004;18;;;;;12018;14;;;;;12011.0;0.0
99;11100;ASH_COATED_OSMIUM;;;;;;;10026;5;10027;26;;;10026;0.0
99;11100;INTARIAN_PEPPER_ROOT;12005;8;12002;10;;;12019;18;12020;25;;;12012.0;0.0
99;11200;ASH_COATED_OSMIUM;10003;13;;;;;10024;5;;;;;10013.5;0.0
99;11200;INTARIAN_PEPPER_ROOT;12009;19;;;;;12023;15;;;;;12016.0;0.0
99;11300;ASH_COATED_OSMIUM;10009;17;10006;21;;;10018;16;10019;23;;;10013.5;0.0
99;11300;INTARIAN_PEPPER_ROOT;12008;11;12006;16;;;12021;5;12022;12;;;12014.5;0.0
99;11400;ASH_COATED_OSMIUM;10004;4;10001;10;;;10020;10;10021;16;;;10012.0;0.0
99;11400;INTARIAN_PEPPER_ROOT;12007;12;;;;;12021;8;;;;;12014.0;0.0
99;11500;ASH_COATED_OSMIUM;10002;16;9999;17;;;;;;;;;10002;0.0
99;11500;INTARIAN_PEPPER_ROOT;12010;6;;;;;12024;8;;;;;12017.0;0.0
99;11600;ASH_COATED_OSMIUM;10003;4;10002;28;;;10024;16;10026;23;;;10013.5;0.0
99;11600;INTARIAN_PEPPER_ROOT;12009;20;12006;11;;;12025;18;12027;22;;;12017.0;0.0
99;11700;ASH_COATED_OSMIUM;;;;;;;10022;14;10023;28;;;10022;0.0
99;11700;INTARIAN_PEPPER_ROOT;12011;13;12009;22;;;12024;15;12027;14;;;12017.5;0.0
99;11800;ASH_COATED_OSMIUM;10006;13;10003;26;;;10012;8;10013;26;;;10009.0;0.0
99;11800;INTARIAN_PEPPER_ROOT;12009;20;12006;18;;;;;;;;;12009;0.0
99;11900;ASH_COATED_OSMIUM;10002;7;9999;30;;;10018;11;10019;12;;;10010.0;0.0
99;11900;INTARIAN_PEPPER_ROOT;12009;15;12007;20;;;12026;5;12028;11;;;12017.5;0.0
99;12000;ASH_COATED_OSMIUM;9997;17;;;;;10016;13;;;;;10006.5;0.0
99;12000;INTARIAN_PEPPER_ROOT;12013;15;;;;;12027;15;;;;;12020.0;0.0
99;12100;ASH_COATED_OSMIUM;9999;14;9997;11;;;10015;19;10017;11;;;10007.0;0.0
99;12100;INTARIAN_PEPPER_ROOT;12014;20;12012;25;;;12028;19;12029;25;;;12021.0;0.0
99;12200;ASH_COATED_OSMIUM;10000;19;9997;11;;;10016;15;10019;24;;;10008.0;0.0
99;12200;INTARIAN_PEPPER_ROOT;12014;19;12013;17;;;12027;19;12029;12;;;12020.5;0.0
99;12300;ASH_COATED_OSMIUM;9997;6;;;;;10015;13;;;;;10006.0;0.0
99;12300;INTARIAN_PEPPER_ROOT;12014;8;;;;;12027;20;;;;;12020.5;0.0
99;12400;ASH_COATED_OSMIUM;;;;;;;10014;19;10016;22;;;10014;0.0
99;12400;INTARIAN_PEPPER_ROOT;12015;15;;;;;12028;15;;;;;12021.5;0.0
99;12500;ASH_COATED_OSMIUM;9995;20;9992;29;;;10011;15;10014;14;;;10003.0;0.0
99;12500;INTARIAN_PEPPER_ROOT;12014;12;;;;;12028;8;;;;;12021.0;0.0
99;12600;ASH_COATED_OSMIUM;9996;15;9995;27;;;10017;7;10019;22;;;10006.5;0.0
99;12600;INTARIAN_PEPPER_ROOT;12014;7;;;;;12027;12;;;;;12020.5;0.0
99;12700;ASH_COATED_OSMIUM;9996;5;9995;19;;;10015;16;10017;15;;;10005.5;0.0
99;12700;INTARIAN_PEPPER_ROOT;12013;10;;;;;12027;16;;;;;12020.0;0.0
99;12800;ASH_COATED_OSMIUM;9999;7;9998;27;;;10015;5;10018;26;;;10007.0;0.0
99;12800;INTARIAN_PEPPER_ROOT;12012;19;;;;;;;;;;;12012;0.0
99;12900;ASH_COATED_OSMIUM;9997;17;9994;17;;;10013;4;10016;24;;;10005.0;0.0
99;12900;INTARIAN_PEPPER_ROOT;12011;5;12008;12;;;12024;17;12025;10;;;12017.5;0.0
99;13000;ASH_COATED_OSMIUM;9996;12;;;;;10012;18;;;;;10004.0;0.0
99;13000;INTARIAN_PEPPER_ROOT;12011;16;;;;;12027;5;;;;;12019.0;0.0
99;13100;ASH_COATED_OSMIUM;9993;19;;;;;10012;16;;;;;10002.5;0.0
99;13100;INTARIAN_PEPPER_ROOT;12009;6;12007;11;;;12026;11;12028;10;;;12017.5;0.0
99;13200;ASH_COATED_OSMIUM;9988;18;9987;26;;;10009;14;10012;13;;;9998.5;0.0
99;13200;INTARIAN_PEPPER_ROOT;12013;20;12011;24;;;12027;7;12029;15;;;12020.0;0.0
99;13300;ASH_COATED_OSMIUM;9991;17;;;;;10007;14;;;;;9999.0;0.0
99;13300;INTARIAN_PEPPER_ROOT;12010;16;12007;11;;;12023;13;12026;25;;;12016.5;0.0
99;13400;ASH_COATED_OSMIUM;9988;14;9987;30;;;10004;10;10007;20;;;9996.0;0.0
